asin,brandName,title,link,matchedWord
B084KJX84S,Alliance Beverage,"Promise Beverages Slightly Sweet Island Mango Cold Brew Tea On Tap (1 Gallon / 128 fluid ounces) Rainforest Alliance Certified Bag In Box Liquid, Ready To Drink Sweetened with Stevia",https://www.amazon.com/Promise-Tea-Cold-Brew-Island/dp/B084KJX84S/ref=sr_1_3?dib=eyJ2IjoiMSJ9.eefXZbK4LAFeZVSzpg9m6XqsGSRuENUqVqBCd8oNCVqysWQ9FwpK6hbYQSjsScHjJgbWPwjB71-ktDRFBNOspG3S0Gm9XLu99EqDUAgb92KMZRmjZS_t-QdrEDTHE_LiYWKmxwHXKjfeUb4iTJtIw1Nku1oJxhJoNPZ6gi8Qq7kEBNvTtOTx9ZeqDHD0PO1ZTlG1QdtbEl6b2XkErCvU4CwdSw_4OAC5xzjSDjnNbVZFIStIBPzVK-DmEPNV2AunqbimTADR5BWzx4Fe8Z7rhN0uPBlIDVMVuj5_VQ7eTZc.GTpyYD1Q3mt4rwBSMxo5Hd712R3-1J_971OAUoDxNqU&dib_tag=se&keywords=Alliance+Beverage&qid=1747908506&sr=8-3,Word 1
B0B24G922X,Bloomin' Blinds,"LazBlinds Cordless Cellular Shades, Light Filtering Honeycomb Shades for Home, Thermal Insulation Noise Reduction Blinds for Windows, 21'' W x 64'' H, Taupe",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMDgyMjQ5NjI3NDE1Njg5OjE3NDc5MDg1MTE6c3BfYXRmOjIwMDExNzU1MjcwNTc5ODo6MDo6&url=%2FLazBlinds-Cordless-Cellular-Filtering-Honeycomb%2Fdp%2FB0B24G922X%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.oyIgY7wXUXYL18gJMrFDiJpJlUvpjcbh19YGFK_aKtraMuZHkqMWHBHjLG06czTMmyKbL9vBzqEkqGuAuPioy7SGKL-ZxUerEoP3gGhVxeKBExIOFcEq49lBQaoKbDdvACu6xRfVxCqzMnXtsHApXXolBRdmwc4cXA8wluK4L2N3WeyDwivA6m6S7D6fl8gd1JuM4AU9xBh2c6N8WpQgybE_xCQrau9dmdh_0eUzGTWID6biYeKurnCDUfFLTDAnAcHj4O-dSsPIQ8aPCAKM6GKN6RSAlC_xILskZmiNRhM.RkKNdWWF6VAcFRaDX1UGR1XHTtEOTsT4VThU_NFRFH4%26dib_tag%3Dse%26keywords%3Dblooming%2527%2Bblinds%26qid%3D1747908511%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Word 2
B0B75S4C2T,Best Day Brewing,"Best Day Brewing Non-Alcoholic Craft Beer - Premium Ingredients for Full Flavor - Low Carb & Low Calorie (12 fl oz Cans) (12-Pack, Hazy IPA)",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MjY0MzU2MjkzMjE3NTM3OjE3NDc5MDg1MTc6c3BfYXRmOjMwMDY2MTE1Nzg4MzAwMjo6MDo6&url=%2FBest-Brewing-Genuine-Non-Alcoholic-Craft%2Fdp%2FB0B75S4C2T%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.IJtw8vOr9j5xXCBaB9HLzHmYQ5Sx5Cmt-chccfErPHnat6ErZvTlRCaNnG_TUy3MgWjRkCRMwfJmWGoXKAutUvIP9paeuHrtYdTn9LLvNbqXf1GfzlSdKgIOc2hm_fpURfGJsfthb7Z1O0DAz7GgR7PQ62zoHP1VxjTaUI7RMiEKJ83U6E9wXHoUIsj759F2gjbd6PuRigIizL8_HGOJXS9ufTxjXTgGPSZD4ChoT13Mn-1pB8BN-JdAU-oDaIVu-ZQO1FpQpM1RaHEj_SefXXgW4DdKeawa4hdOBMmI_8s.AAAxRqf5g-aB0-yn8tSKgAnlRUIoVt4tsIJVgeLt9Uo%26dib_tag%3Dse%26keywords%3DBest%2BDay%2BBrewing%26qid%3D1747908517%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Word 1
B0CYSWGNMJ,Bonkers Toys,"Action Figures, 6 PCS Toy Figures, 5.5 Inches Collectible Toys Set with Ball Joint Connection Light, Cake Toppers for Video Games Fans Boys, Girls, Kids Adults as Gifts",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NjA4Njc0NjkyMDA5MjI6MTc0NzkwODUyMjpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwMTcwMTY4MjkzNjAyOjoyOjo&url=%2FeconoLED-Figures-Collectible-Connection-Toppers%2Fdp%2FB0CYSWGNMJ%2Fref%3Dsxin_25_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.87b1f643-33a9-49d2-948f-44f2ccfe0508%253Aamzn1.sym.87b1f643-33a9-49d2-948f-44f2ccfe0508%26cv_ct_cx%3DBonkers%2BToys%26keywords%3DBonkers%2BToys%26pd_rd_i%3DB0CYSWGNMJ%26pd_rd_r%3Dec546764-56a5-4ecd-b173-16c5b7963f08%26pd_rd_w%3DwTwHC%26pd_rd_wg%3DTIQdd%26pf_rd_p%3D87b1f643-33a9-49d2-948f-44f2ccfe0508%26pf_rd_r%3DF50T0QW0HFZ7533YCE99%26qid%3D1747908521%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-3-6024b2a3-78e4-4fed-8fed-e1613be3bcce-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,Word 2
B000I5OR8S,SEATTLE CIDER COMPANY,Mountain Cider Apple Cider Concentrate | Spiced Hot Apple Cider Drink | 64 fl. oz (64 servings),https://www.amazon.com/Mountain-Cider-Company-Spiced-Concentrate/dp/B000I5OR8S/ref=sr_1_1?dib=eyJ2IjoiMSJ9.BZqMk5RL9ptP5-wQCUbIDjUpdJIUpB5ijZI0qjZagVjmvCJBR4zVNIdJXm_q-A0MF7arJqLRr03Riqbrtc-p4yTxn9xvaEECJMlpc6wwziiPziW2Bz8G-DYxUA73K1hK5Kfv8Vdj_oLGB1l3T7QRgBSY161VlMtynW2vxLUVJsLqdLEOYPRXOv3lgaYNn9x1MzlyOhrM6i_0YJyAuSL--S4H0oJGxO71bEYU_v7rCkKVsvXzEIpjUYxa4F17P6ixpJHOee3f5kVGkRzqyAukxxtHyhLERd0KF48a6fmVXPc.tsugZR07ECT-Ae4Q9FkZnVwFmjdaX4GBDEmvPJIBcWI&dib_tag=se&keywords=SEATTLE+CIDER+COMPANY&qid=1747908527&sr=8-1,Word 2
593835956,Easy Entertaining,The Wishbone Kitchen Cookbook: Seasonal Recipes for Everyday Luxury and Elevated Entertaining,https://www.amazon.com/Wishbone-Kitchen-Cookbook-Seasonal-Entertaining/dp/0593835956/ref=sr_1_1?dib=eyJ2IjoiMSJ9.aL-rNEATl2z7fQ_ch-caV1gWEOuLLdBaHeQQ6XjgfrWqQ_tViAxDEFs0IUU9spB3RXs7ZRR3XGSquw8GC7EYhwLf7yfo2iKfAf4cJn8UNTYySZqhkeKG384s9idelhujPOo-NbW00j-UQGV1cjCloIWkD7gMGN8j5hMw4TLRSHHh733eeQXVwpSZwCu7JmZ6esW0B_92eAnZ0DU_LC1w5Ot_EmEddrA-pewcFhWvPfU.RrKTqTvRqEYM4RWQt4jwc5PWSl3HXhVxlmkyB2HetDA&dib_tag=se&keywords=Easy+Entertaining&qid=1747908532&sr=8-1,Word 2
B016N2SDVG,iS CLINICAL,iS CLINICAL,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMzAwNjc0MjQyMTI5NDAzOjE3NDc5MDg1Mzc6c3BfYXRmOjIwMDEzOTE2NjI2NTg5ODo6MDo6&url=%2FCLINICAL-Youth-Intensive-Cr%25C3%25A8me-1-7%2Fdp%2FB016N2SDVG%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.hHAkkqZlg9hxvTfcxc5ig5tZql9FPEr4Nle-02Y5DdfKZ3nIG-YQVpuXxXIveN7rOoyra-EQcGsLDepdqhc18wsyakbULeHKdFh12OGAOXvIbSPBkGzyvhW3fwWpH9ewYKVZoRCPBRHXOaxYpboLse43iEqApspllXBa0fMpl-hICH2kszZHef5swflPiBgv0K_vKBKk_50C-nTLIHwR2MDWPrRa2A5zMxUv1eU_TaNnb9VFU39iC02nmASHlYPCtVZy3OQbiQ_67Dd6fQo5PDy0CwYfuoGsWsjj1_5YIP8.dNzMLwAsIEECpG2EoIN2IxBSmg-aWYtv2Q5JVPUQSaU%26dib_tag%3Dse%26keywords%3DiS%2BCLINICAL%26qid%3D1747908537%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Exact Match
B001ANXQQ6,Wolfgang Puck,Wolfgang Puck,https://www.amazon.com/Wolfgang-Puck-Electric-Reversible-Griddle/dp/B001ANXQQ6/ref=sr_1_2?dib=eyJ2IjoiMSJ9.GV9V29qEda-pwgZYGIB0r1lvwyzhXxpHVk2FULFR49hi0BCH54yPeThGXqjQIXuoIU1Bj-X-wXh7u8d4H0iGHLa1d68puq6urk-GhvIdRkBjVOyxQp6C-7Sy4ZCmF-PUC8W_OI4nf7Dz06LoEFTY4V40l3CwioudOQrVzTvm8j-Dl1BhIUHDzko23N0Ey5TjM9FOjaR0G5L0XXARUn1Cq0wnY_YwxKuTTqtk1PKrC3g010IJUuhSJs95HUeE2RMs7WJEE1RW6OW5NKVV78f-3VCsS77uZCGOmur7xSFGKjs.Abd3iDZzAOGdoT5i8VrOeYS9A3k8kx0Wq93huBTov0Q&dib_tag=se&keywords=Wolfgang+Puck&qid=1747908543&sr=8-2,Exact Match
B0DFK6VY7T,kencko,kencko,https://www.amazon.com/kencko-Smoothie-Mix-Variety-Pack/dp/B0DFK6VY7T/ref=sr_1_1?dib=eyJ2IjoiMSJ9.W6rViY9mxudfSMnYD8vpEBPSvf2XyLk0IIQNEmm7NyS5E6oZcrw27lnka2fk7lWsjGIr7GTSr4zVXHM9UCKYrxtLxZg5pLEyh2vpq2_wkZHh_R8Xf9i6Gaf_m1tpBfk3CD-MYakeIeS-XqJ99qeXt769S9UscYBy45A1XnO2UDFH0CJ9LccuZJdoRI3ocUm1.vwVXetXP4pSSK3p8u_z3r0BsbD2esNFljVPFyPK2ix8&dib_tag=se&keywords=kencko&qid=1747908548&sr=8-1,Exact Match
B00DK3XUYW,Detroit City Distillery,Detroit Rock City,https://www.amazon.com/Detroit-Rock-City-Bob-Ezrin-ebook/dp/B00DK3XUYW/ref=sr_1_6?dib=eyJ2IjoiMSJ9.m9rvQKhcd2jpuDZUHy3vAb9luHO8lVZy0feBlnDVwytCOut-aSGVpcrgQ7GhOHSzrnWaQh4bpkJ7RUIi6z8xylUJuBb6hBSnUNj5jFAyI3c.fODu_IkQbt_Ox79ohYPI5vKb2UA8m_NRXSH0zMz6BPQ&dib_tag=se&keywords=Detroit+City+Distillery&qid=1747908552&sr=8-6,Word 1
B0DHW4G4H5,Protein2o,Protein2o,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4ODMyMjE3MTYwNTI2NzYxOjE3NDc5MDg1NTc6c3BfYXRmOjMwMDY3OTQ5Mjg0NjgwMjo6MDo6&url=%2FProtein2o-Electrolytes-Vitamins-Strawberry-Watermelon%2Fdp%2FB0DHW4G4H5%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.4qlRltA1hxu53biPEL0jpQx1JW6XmMHBBocpv4uerWF7eLqJTmTxFI5o8yA7RZHPFg4y7NyHBgcIeZ625P7W9B47xsjCHxHhd5j3j6JOdGo5cgrGuVirrvDiFbyDRW4y-UwT8wF-s99qcc-zDYbSqY0eC5OvobogC-VTeWtVIX-eJkTvvJUmqwg3Suf3nf6fZd1Em5U8htSztTPSQ29_7xx-sHqKID-oPJ5ZRpxJKaJxpaYpXPbUpSc7zybQ8U5Ow0h5jGOBXd4VRgdnHWvry2wTcXjje9iz_znA6rx4CU8.KDP3_R-joOXTZRKpx1mdOC_qqJGgsY1cGLeY3dVWu28%26dib_tag%3Dse%26keywords%3DProtein2o%26qid%3D1747908557%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Exact Match
no valid product,MegaMex Foods,no valid product,no valid product,no match
B09RCBH682,Amoretti,Amoretti,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NDE2ODMzNzMzMjc0NDgyOjE3NDc5MDg4ODQ6c3BfYXRmOjIwMDEwNzAxOTM2OTc5ODo6MDo6&url=%2FAmoretti-Watermelon-Beverage-Infusion%2Fdp%2FB09RCBH682%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.eomMhzJnm9DdhMsMeOhXXE8RlpLNFJ_IGLFyiJvj1-txhOfQburFD8lN9gSjiPZtp1HURrBV00O4CPDQNj_VhiFcVKWvS-1amVXTh-ik2hVAFYFKe-Q-JwFIytruqk7THwGa-C2i-2Dc5fhXMyCLDg0tBR9uNioAE5aVHAYoG0Rrvcj1Oc8ujxIZY_IB5i1ri8Na9dD8APlJDbmDBwm4EyEVmC3doV45AtAQEel4kTlhPaSoGsctBanqahGrt-20IZgcPiEhhIiJli6rUCWRKmiU-UxFe1qkvCtkoRegZh0.kW_0f-ZneA_paPMmyPApLg82nVIl77bZFCf83cbJ2No%26dib_tag%3Dse%26keywords%3DAmoretti%26qid%3D1747908884%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Exact Match
B0F1HQF4HR,Stover &,"ONLINE EXCLUSIVE - RUSSELL STOVER Chocolate Candy 100 Piece Bulk Box - Roman Nougat, Orange Creme, Maple Nut Creme, Vanilla Creme, Molasses Chew",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2MjkzNDY4MzQ3NTUyOTMzOjE3NDc5MDg4OTA6c3BfYXRmOjMwMDcwNTc3MDQ4NTYwMjo6MDo6&url=%2FONLINE-EXCLUSIVE-RUSSELL-Chocolate-Molasses%2Fdp%2FB0F1HQF4HR%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.cJyh_hnvRhBfs2R6dKDENGoIZ1q36T1PQ7fcECdmmR8JI_Gs4f6Y-qYHdhWyBXlzQfhSa4QnpSeMReokJHeRP5ucQapAR711kJCAX0_Jyz0hj7F1E_2YqJZ6Z7N0yEV0bc-4GgBND-EGLnaFlp3Xl2Dr8aKDBTP2cRgfaQffubRw3pIt9kMiJZa2ELF3L4Wdie1uejuRrQqvOdj1kJrqvSNpKuo7C7PbgHgGs8LZaGrp8VYQsRb545hwMIRhhrXRiCzH5sc2hZW-Q-79irnUBTObgRfwLjJI_zQ5TvKc8rg.b29ZMOw2kspgK83zttkij8Rq4xiDMl-HWFxTSWrx29A%26dib_tag%3Dse%26keywords%3DStover%2B%2526%26qid%3D1747908889%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Word 1
B0BCXRF2TY,Two Roads Brewing,Two Roads,https://www.amazon.com/TWO-ROADS-BREWING-Juicy-Alcoholic/dp/B0BCXRF2TY/ref=sr_1_1_f3_0o_wf?dib=eyJ2IjoiMSJ9.P1fON2QhaBb01pLmWjH-RE6k9HdUE-3ae9mIzzxiI1DE9LpCKDRcxeAtHiy1qKb-WaKDE-eKtphYO3_hM-eq73cIVOQCTyz2fUEI_ZK20laTrG4WrsxfppSM9wtNMKBCwkJ7BYCz7DO1S_QOlfEJxIdanAuF1-qNwHy2S-YoYd6iXb8m2n2-C-aJYiyjedOcbmc3CZcBo7FSao7cbz3EKjvVoEjXKrHcpIbMeklCMuU.nmO_pnuDoB2fAIrClNV3RdE2quUcf5iNjAJ0oI37Iik&dib_tag=se&keywords=Two+Roads+Brewing&qid=1747908895&sr=8-1,Word 1
B000JI7VZA,Kingsmill Resort,The Flavors of Kingsmill,https://www.amazon.com/Flavors-Kingsmill-Resort/dp/B000JI7VZA/ref=sr_1_1?dib=eyJ2IjoiMSJ9.fcdxHLa-JrRVFKrvYIVFDJ-eQnh_IBIz-w5dCnhLlMw.bjvr31ixqsVomhEY_l65j5uaPU_nX0VRwDY1OJR2d8w&dib_tag=se&keywords=Kingsmill+Resort&qid=1747908899&sr=8-1,Word 1
no valid product,inKind,no valid product,no valid product,no match
B08TT9Y19L,FANCY SPRINKLES,Fancy Sprinkles,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3ODU2MjY3MzQ5OTUxMzI0OjE3NDc5MDkyMzA6c3BfYXRmOjMwMDYxMDk2NDQwNzUwMjo6MDo6&url=%2FFancy-Sprinkles-Filthy-Rich-Sugar%2Fdp%2FB08TT9Y19L%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.qZHZGkez6qOj1koZfBDTy5cUdZxM-iPD3ENaHKs2LhklXwsTCkrI1AKJjgVLM0v7-3_hWJsst9PyZYjBi_AE8fXoZi-XV45TMe8_XT21ji1-tM2mtPJ52WVXGO720PzWRVlIu6nFdM8NPREw8TOPB0u4o0kcLs_UGFEYZfG6-dVWVAa6H2N4Q2Vfon-J24u4Moi36Hnrdixo-IXCIViYwCVkYGAZ0hOJ1poctyyhzW2RmtVse8HFe4TwnWg9mWG8yAsx8iG5wf6ZelU5Al49QoxdDSkcH9HQ_UVVVvhI7D4.hS5bV-KJ6irxjqDBUWa2JqW_5xjAfb91TX0Woxd3pzo%26dib_tag%3Dse%26keywords%3DFANCY%2BSPRINKLES%26qid%3D1747909230%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Exact Match
B08NDX5JGH,Boxed Water Is Better,BOXED WATER IS BETTER,https://www.amazon.com/Boxed-Water-Better-Purified-Liter/dp/B08NDX5JGH/ref=sr_1_10?dib=eyJ2IjoiMSJ9.UiZu-Q98VLMWehwggCPVuuJmj17Z1BjRLl_yDP9-PsWC7dmXrN8Ns3l_CXFgp4EccFkyOwyphIRGVe4dldD9pKhqePH0Impaq7M12ON7z3jb1TWKQ3YYfrC9pWsJMaKlWYHjUJs0Rd2736iENMaZPHqt4B_96w7hNnLizw19WqRs6Xc1t7Npr8I95uGOn705opRQKSUv4DcSy7sE3ArXmoj1cU6DsVyCzuoBi6_Nzlb2r2js3_5E0GNDt0Gyy9JhSDhr2zgVtvaQz3H8JLlwdbXnfjWis_XYsT1AcGxTOaY.8ZDxBDeYl-2hTcA0ipuU__HO18pCwjqGOsu_jJZuY0w&dib_tag=se&keywords=Boxed+Water+Is+Better&qid=1747909234&sr=8-10,Exact Match
no valid product,Weyerbacher Brewing Company,no valid product,no valid product,no match
B07G815Q3Q,Art of Tea,Art of Tea,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNTIwNzM0MjM5NjY2MDIzOjE3NDc5MDk1NTM6c3BfYXRmOjMwMDE3OTExNTIwMjcwMjo6MDo6&url=%2FArt-Tea-Assorted-Caffeinated-Non-Caffeinated%2Fdp%2FB07G815Q3Q%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.1UHfxbAIYx7Jw6LMFsvCk9qocI_nNtYDQyvmfKLYWqLMSUcxR6HKKb4hCHsiD0qjCjiHjARar8V-arS8ia65CYAQcbt4aB8wMvMJeOjkOa9V8M8PPKcfLvH6_-V_yBwcGSo6r7k3YPt3HIb5fQESJA-yeR1j2QjOnLbtptFSyusXVcFI9vnasGJGPdJRiKnsPA9p8qWI-LKlXJlraR7OHaVixsZbfXb6_LNb0-OQ-ylY4JEolNa4h1ZEd8YWVjwArPBnQV2A4UjiL0miG7D96ozZ2JcpM6srQpheUIKozM8.ACkag5eIv2KxcOCPZLOWJB-bAhEvYQmF1VgowsUGh48%26dib_tag%3Dse%26keywords%3DArt%2Bof%2BTea%26qid%3D1747909553%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Exact Match
B00UCN3LAQ,Yellowbird,Yellowbird,https://www.amazon.com/Yellowbird-Seth-Green/dp/B00UCN3LAQ/ref=sr_1_51?dib=eyJ2IjoiMSJ9.K4c7nP_iOSzBfBCTx7AcDx_geAi9JWUy6w6c-ox0e5S5opYjKnf_QHT4WOgzyiK-zVvuHv5JVNZtLss_ZVyo-8A1Q4UphxK31yJEUqRQstEulIXqIXZ81CV5_GlKr4HMquFhToKIxkuPtOq3-JkdJlXxkahOccIIrYBplffrlS_9_Em28LtnCpjLpTZogmGNStFlVOaMZ_8yX9U7l3OweWM1nn7Cpd0pX_XAMP9-8jFltJ_t51p-Yhf1-nT4-7zrex2xTwDc93qTCvVwPEZi5BU2u8RxsjsGsbhOmGToniQ.LDXyPnxp291Qay48MPUZEK9lJPXRoehhFht1wq0xjNM&dib_tag=se&keywords=Yellowbird&qid=1747909557&sr=8-51,Exact Match
B0DJRPLFKQ,Penta Water,Plasma Marino - HYPERTONIC SEA WATER 16.09 oz,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTc0MTAyMzgwODAwNjU5OjE3NDc5MDk1NjI6c3BfYXRmOjMwMDc1NDg4MDMwMzkwMjo6MDo6&url=%2FPlasma-Marino-HYPERTONIC-WATER-16-09%2Fdp%2FB0DJRPLFKQ%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.kZgzv3k2LDgwMScxU0K7QmmZ1qQAeSNQhZj-RsH-G5o6-CA6uVevZTyMLCXN8eg1XOY-zFlaKkz1Q-13HUEPQrHXrK9lWxI99YMWB8YRNePAnpPtztciVdiM9S0cX6GYpbTHFH4m6jXwvNDrMfiUBJ0ZEnYEDUBvLkBaYsBuL25TJGnzIprG54PZZ7SrVVKMbotqwysXag8Is1LikYHoc-zmNni791KQiL-K_fzN2gc6vFacE36aOV0gsaMYLSgFZ3IRXiaHMLDGffxoujUij_eilN1MOLSwGDcg7_I-sUE.BDabyXV3hVhdfNLPiGpH5UmyN1Ec2yQPC_R2wt8VBmU%26dib_tag%3Dse%26keywords%3DPenta%2BWater%26qid%3D1747909562%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Word 2
B0F1L6VZDV,Alexandria Nicole Cellars,Woodinville TR October 2024 Release by Alexandria Nicole Cellars (TV Series),https://www.amazon.com/Woodinville-October-Alexandria-Nicole-Cellars/dp/B0F1L6VZDV/ref=sr_1_1?dib=eyJ2IjoiMSJ9.KPMnZZjeKLGDDHtKp9D-dA.3vvWwsanQ0fZ5Op_iid3Sl2a37kXDfioV-fha859Jog&dib_tag=se&keywords=Alexandria+Nicole+Cellars&qid=1747909566&sr=8-1,Word 1
B078TSYM4L,Simply,SIMPLY,https://www.amazon.com/Simply-Lemonade-All-Natural-Non-GMO/dp/B078TSYM4L/ref=sr_1_3_f3_0o_wf?dib=eyJ2IjoiMSJ9.RzujfehKMHjjK1d0O0hpJJEI7yKprmV-L3zExi_nPeeqH9gerQ47QrvFLakhGqbie5HoGZCatoScBKUv0J2GUY6Kv3M45fEsmkY4z5piS1aGcRsUU20gg-cLAezh9myWPNbhl0rnAHJfNpHCdyAEVNMsXZmVsChBsEpstEi7Wym3ePSP8wYyxV_hD7MhlFCCOfOwdbBd51is8BQ2MJ8UspHT-2TjVybCo_YXZPCa-2iu9GiB59iSUDkemW4s9UBwP08-RUsb0abgd3aihVNKID26Vrdefib_bBVGVL4ebMk.ytodLQ6cJiIRmkKFAkcK83nV3B36aVmcPchfD_ZFCEU&dib_tag=se&keywords=Simply&qid=1747909571&sr=8-3,Exact Match
B0C3RR989Q,Paris Gourmet,"Paris Gourmet 2"" Small Round Sweet Tart Shells (24 Count)",https://www.amazon.com/Paris-Gourmet-Small-Round-Shells/dp/B0C3RR989Q/ref=sr_1_1?dib=eyJ2IjoiMSJ9.VE58mP2BR1HoufX464OiMtYE9_tw07CxraMoX5AP-v1WcWlb8VswT-60rqD_QPjuLbJBrbZM724xS98bugjPPuYn2k5xHOtKOCUGabAF2fxASIClOkhAMWe_rLcFGbof9Q44Xx15om4YAo52LMKGEoWpRpdnj_cXSY0ZesKsR7i_ZCh14ZwC1IYjIoMFu4dNAUdA5XqY-KwZfpjez011YJhNOJYQ2B9fo_PXTwgOqWVPUXkBUurDGd6-liOUDskj4yj_0Io3e5PAfC3ANKnOpkKZ64TUAukgGHOW_HKJpYM.pp0MafuyXTW9ofvCLlUB10KzD8wlahDBRJKXMJUWRyM&dib_tag=se&keywords=Paris+Gourmet&qid=1747909576&sr=8-1,Word 1
no valid product,Valor Hospitality Partners,no valid product,no valid product,no match
B08K3N8BHN,Sanzo,Sanzo,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MTczODIzOTkxNjE2MTU5OjE3NDc5MDk4Njg6c3BfYXRmOjMwMDc0NjE3NTIxOTYwMjo6MDo6&url=%2FSanzo-Sparkling-Water-Fruit-Alphonso%2Fdp%2FB08K3N8BHN%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.J629p5gHZhtAA--hNQ4nOmsoN7o8wsrqpSWOdd89CtBiruL6JmMX-uiTh8ESb9CIQmaAJMqU5T7WiIX-MZAHlYLbDbjbk--chscFYy7UKjVGduXn35TiQzNtNXRxwTCH7Euxf-JkTUzpHfkDd8ZSfswVeacpNEQI3SY2JQZ2KSxV4VmioHCahfhApOh7gSNvV7JSLtXNkvwnfskkBweqeoU70TBF_oAXpLb55Uwc6rLOMYyjJQJMM5Wvu9YKXZBpf4NwjemVjc1KDQDID4J6CyFnwjtMhEb_VN84-0HLbIM.aA6SOhcIhSQxhhSm8ftGCTCJbJkTufOztwZIJPKh7Pk%26dib_tag%3Dse%26keywords%3DSanzo%26qid%3D1747909867%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Exact Match
B000RETB2W,"The Fillo Factory, Inc",The Fillo Factory,https://www.amazon.com/FILLO-FACTORY-Filo-Dough-Ounce/dp/B000RETB2W/ref=sr_1_1_f3_0o_wf?sr=8-1,Exact Match
B0DCF2S8DW,Cirkul,Cirkul,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2Mjg0MDcyMTI2ODc5NDE4OjE3NDc5MTAxNDY6c3BfYXRmOjMwMDcyMTIxMjQ4NzQwMjo6MDo6&url=%2FCirkul-Stainless-Cartridges-Strawberry-Calories%2Fdp%2FB0DCF2S8DW%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.uH3fRkC2ZA9m4m6c-pXOG2ucDrFPsFnx0qbrVkIBQJSyK0xBnkAxFwZaS1uFmG96nbRYB2UpZc5rnBmTvd09tluoEWBasDVK2BCUUvC7-9hHhzHKjDXnQ_FJseMmifZoW2vMNzwcu2CZnBvYWfnh4GQxOGHoBkFvpbNCdb7ohyrYWMENSfbPEfmJIvoiK8624KOoMZYYxWENBZe08V15AgBRBAa049LKl42n0RjqjWe8QrWgoIZyaAj2mYfQqyMDalUVtfUhA2LellAXt8AbBEPs7pQHdhSEXS0VaXduTtY.LrFkJBVxijflQrjyuQP4_qkcnnO2HNTPKOemfIAm03c%26dib_tag%3Dse%26keywords%3DCirkul%26qid%3D1747910146%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Exact Match
no valid product,Manhattan Fruitier,no valid product,no valid product,no match
no valid product,Urban South Brewery,no valid product,no valid product,no match
